NNLSSI1 solar spectral irradiance bands in units of W/m2   ID=1
NNLSSI1 solar spectral irradiance projection with Schwabe cycle period = 10.9 years    ID=2
Upper and Lower bounds of the irradiance projections are provided (otherwise set to -99). 
time (yyyy-MM-dd), 0-100 nm, 0-100 nm (lower), 0-100 nm (upper), 100-200 nm, 100-200 nm (lower), 100-200 nm (upper),200-300 nm, 200-300 nm (lower), 200-300 nm (upper),300-400 nm, 300-400 nm (lower), 300-400 nm (upper),0-200000 nm, 0-200000 nm (lower), 0-200000 nm (upper) ID
1866-07-01,0.0027195137,-99.0,-99.0,0.10268234,-99.0,-99.0,14.554574,-99.0,-99.0,93.577609,-99.0,-99.0,1361.3072,-99.0,-99.0,1
1867-07-01,0.0024084765,-99.0,-99.0,0.10166438,-99.0,-99.0,14.540471,-99.0,-99.0,93.551916,-99.0,-99.0,1361.2007,-99.0,-99.0,1
1868-07-01,0.0030415804,-99.0,-99.0,0.10372466,-99.0,-99.0,14.568854,-99.0,-99.0,93.602933,-99.0,-99.0,1361.4079,-99.0,-99.0,1
1869-07-01,0.0041120383,-99.0,-99.0,0.10711165,-99.0,-99.0,14.614450,-99.0,-99.0,93.680314,-99.0,-99.0,1361.6931,-99.0,-99.0,1
1870-07-01,0.0057573921,-99.0,-99.0,0.11220195,-99.0,-99.0,14.681637,-99.0,-99.0,93.788444,-99.0,-99.0,1362.0516,-99.0,-99.0,1
1871-07-01,0.0056818737,-99.0,-99.0,0.11196420,-99.0,-99.0,14.678505,-99.0,-99.0,93.783436,-99.0,-99.0,1362.0352,-99.0,-99.0,1
1872-07-01,0.0054005726,-99.0,-99.0,0.11109003,-99.0,-99.0,14.666985,-99.0,-99.0,93.764979,-99.0,-99.0,1361.9746,-99.0,-99.0,1
1873-07-01,0.0046392058,-99.0,-99.0,0.10872316,-99.0,-99.0,14.635692,-99.0,-99.0,93.714380,-99.0,-99.0,1361.8052,-99.0,-99.0,1
1874-07-01,0.0036972674,-99.0,-99.0,0.10576789,-99.0,-99.0,14.596291,-99.0,-99.0,93.649203,-99.0,-99.0,1361.5764,-99.0,-99.0,1
1875-07-01,0.0028133443,-99.0,-99.0,0.10284849,-99.0,-99.0,14.557411,-99.0,-99.0,93.585127,-99.0,-99.0,1361.3533,-99.0,-99.0,1
1876-07-01,0.0026125115,-99.0,-99.0,0.10220591,-99.0,-99.0,14.548751,-99.0,-99.0,93.570386,-99.0,-99.0,1361.2987,-99.0,-99.0,1
1877-07-01,0.0026240813,-99.0,-99.0,0.10224959,-99.0,-99.0,14.549502,-99.0,-99.0,93.572379,-99.0,-99.0,1361.3109,-99.0,-99.0,1
1878-07-01,0.0023182974,-99.0,-99.0,0.10126524,-99.0,-99.0,14.535332,-99.0,-99.0,93.544268,-99.0,-99.0,1361.1798,-99.0,-99.0,1
1879-07-01,0.0024114915,-99.0,-99.0,0.10157526,-99.0,-99.0,14.539865,-99.0,-99.0,93.553553,-99.0,-99.0,1361.2248,-99.0,-99.0,1
1880-07-01,0.0032676560,-99.0,-99.0,0.10426839,-99.0,-99.0,14.576941,-99.0,-99.0,93.620111,-99.0,-99.0,1361.4947,-99.0,-99.0,1
1881-07-01,0.0039840888,-99.0,-99.0,0.10650286,-99.0,-99.0,14.608317,-99.0,-99.0,93.679106,-99.0,-99.0,1361.7510,-99.0,-99.0,1
1882-07-01,0.0041581403,-99.0,-99.0,0.10705667,-99.0,-99.0,14.614280,-99.0,-99.0,93.682616,-99.0,-99.0,1361.7191,-99.0,-99.0,1
1883-07-01,0.0042966076,-99.0,-99.0,0.10749222,-99.0,-99.0,14.618602,-99.0,-99.0,93.683127,-99.0,-99.0,1361.6748,-99.0,-99.0,1
1884-07-01,0.0042928667,-99.0,-99.0,0.10749266,-99.0,-99.0,14.619808,-99.0,-99.0,93.690487,-99.0,-99.0,1361.7379,-99.0,-99.0,1
1885-07-01,0.0039041943,-99.0,-99.0,0.10627696,-99.0,-99.0,14.603512,-99.0,-99.0,93.663137,-99.0,-99.0,1361.6392,-99.0,-99.0,1
1886-07-01,0.0030155156,-99.0,-99.0,0.10348435,-99.0,-99.0,14.565456,-99.0,-99.0,93.596495,-99.0,-99.0,1361.3797,-99.0,-99.0,1
1887-07-01,0.0026090211,-99.0,-99.0,0.10221708,-99.0,-99.0,14.548293,-99.0,-99.0,93.566910,-99.0,-99.0,1361.2676,-99.0,-99.0,1
1888-07-01,0.0024096414,-99.0,-99.0,0.10161080,-99.0,-99.0,14.539943,-99.0,-99.0,93.551897,-99.0,-99.0,1361.2065,-99.0,-99.0,1
1889-07-01,0.0023860005,-99.0,-99.0,0.10152743,-99.0,-99.0,14.538849,-99.0,-99.0,93.550170,-99.0,-99.0,1361.2011,-99.0,-99.0,1
1890-07-01,0.0024184616,-99.0,-99.0,0.10164132,-99.0,-99.0,14.540352,-99.0,-99.0,93.552583,-99.0,-99.0,1361.2090,-99.0,-99.0,1
1891-07-01,0.0033753925,-99.0,-99.0,0.10464310,-99.0,-99.0,14.581641,-99.0,-99.0,93.626550,-99.0,-99.0,1361.5080,-99.0,-99.0,1
1892-07-01,0.0045692719,-99.0,-99.0,0.10834700,-99.0,-99.0,14.631603,-99.0,-99.0,93.711808,-99.0,-99.0,1361.8253,-99.0,-99.0,1
1893-07-01,0.0049764030,-99.0,-99.0,0.10962303,-99.0,-99.0,14.648219,-99.0,-99.0,93.737521,-99.0,-99.0,1361.9032,-99.0,-99.0,1
1894-07-01,0.0047812909,-99.0,-99.0,0.10903942,-99.0,-99.0,14.641110,-99.0,-99.0,93.728756,-99.0,-99.0,1361.8933,-99.0,-99.0,1
1895-07-01,0.0042684361,-99.0,-99.0,0.10738973,-99.0,-99.0,14.618975,-99.0,-99.0,93.691524,-99.0,-99.0,1361.7583,-99.0,-99.0,1
1896-07-01,0.0035641244,-99.0,-99.0,0.10520664,-99.0,-99.0,14.589994,-99.0,-99.0,93.644136,-99.0,-99.0,1361.5959,-99.0,-99.0,1
1897-07-01,0.0030491417,-99.0,-99.0,0.10358696,-99.0,-99.0,14.565913,-99.0,-99.0,93.593182,-99.0,-99.0,1361.3398,-99.0,-99.0,1
1898-07-01,0.0030590363,-99.0,-99.0,0.10361550,-99.0,-99.0,14.567339,-99.0,-99.0,93.600217,-99.0,-99.0,1361.3970,-99.0,-99.0,1
1899-07-01,0.0025676925,-99.0,-99.0,0.10205297,-99.0,-99.0,14.546386,-99.0,-99.0,93.565019,-99.0,-99.0,1361.2697,-99.0,-99.0,1
1900-07-01,0.0024874071,-99.0,-99.0,0.10180829,-99.0,-99.0,14.543086,-99.0,-99.0,93.559390,-99.0,-99.0,1361.2488,-99.0,-99.0,1
1901-07-01,0.0022697136,-99.0,-99.0,0.10110075,-99.0,-99.0,14.532809,-99.0,-99.0,93.538626,-99.0,-99.0,1361.1498,-99.0,-99.0,1
1902-07-01,0.0023503652,-99.0,-99.0,0.10136110,-99.0,-99.0,14.536440,-99.0,-99.0,93.545344,-99.0,-99.0,1361.1783,-99.0,-99.0,1
1903-07-01,0.0029682437,-99.0,-99.0,0.10329267,-99.0,-99.0,14.563287,-99.0,-99.0,93.594653,-99.0,-99.0,1361.3854,-99.0,-99.0,1
1904-07-01,0.0035848166,-99.0,-99.0,0.10525057,-99.0,-99.0,14.591410,-99.0,-99.0,93.650196,-99.0,-99.0,1361.6430,-99.0,-99.0,1
1905-07-01,0.0042619412,-99.0,-99.0,0.10735120,-99.0,-99.0,14.615989,-99.0,-99.0,93.675536,-99.0,-99.0,1361.6255,-99.0,-99.0,1
1906-07-01,0.0039920877,-99.0,-99.0,0.10652030,-99.0,-99.0,14.607812,-99.0,-99.0,93.674979,-99.0,-99.0,1361.7136,-99.0,-99.0,1
1907-07-01,0.0042173194,-99.0,-99.0,0.10721746,-99.0,-99.0,14.615373,-99.0,-99.0,93.679737,-99.0,-99.0,1361.6765,-99.0,-99.0,1
1908-07-01,0.0038112958,-99.0,-99.0,0.10595760,-99.0,-99.0,14.599926,-99.0,-99.0,93.660214,-99.0,-99.0,1361.6499,-99.0,-99.0,1
1909-07-01,0.0036229817,-99.0,-99.0,0.10534140,-99.0,-99.0,14.590700,-99.0,-99.0,93.640445,-99.0,-99.0,1361.5492,-99.0,-99.0,1
1910-07-01,0.0028329640,-99.0,-99.0,0.10289796,-99.0,-99.0,14.557823,-99.0,-99.0,93.584704,-99.0,-99.0,1361.3441,-99.0,-99.0,1
1911-07-01,0.0023840001,-99.0,-99.0,0.10145723,-99.0,-99.0,14.537890,-99.0,-99.0,93.548501,-99.0,-99.0,1361.1946,-99.0,-99.0,1
1912-07-01,0.0023246648,-99.0,-99.0,0.10127422,-99.0,-99.0,14.535376,-99.0,-99.0,93.544008,-99.0,-99.0,1361.1766,-99.0,-99.0,1
1913-07-01,0.0022606105,-99.0,-99.0,0.10107222,-99.0,-99.0,14.532594,-99.0,-99.0,93.539008,-99.0,-99.0,1361.1563,-99.0,-99.0,1
1914-07-01,0.0025304569,-99.0,-99.0,0.10193942,-99.0,-99.0,14.544468,-99.0,-99.0,93.560043,-99.0,-99.0,1361.2397,-99.0,-99.0,1
1915-07-01,0.0037744744,-99.0,-99.0,0.10585110,-99.0,-99.0,14.598630,-99.0,-99.0,93.658622,-99.0,-99.0,1361.6481,-99.0,-99.0,1
1916-07-01,0.0040835241,-99.0,-99.0,0.10681564,-99.0,-99.0,14.612828,-99.0,-99.0,93.688093,-99.0,-99.0,1361.7931,-99.0,-99.0,1
1917-07-01,0.0055889958,-99.0,-99.0,0.11149541,-99.0,-99.0,14.675617,-99.0,-99.0,93.793747,-99.0,-99.0,1362.1763,-99.0,-99.0,1
1918-07-01,0.0048974950,-99.0,-99.0,0.10941052,-99.0,-99.0,14.648374,-99.0,-99.0,93.751130,-99.0,-99.0,1362.0438,-99.0,-99.0,1
1919-07-01,0.0043013739,-99.0,-99.0,0.10752875,-99.0,-99.0,14.620229,-99.0,-99.0,93.690908,-99.0,-99.0,1361.7375,-99.0,-99.0,1
1920-07-01,0.0034057141,-99.0,-99.0,0.10470411,-99.0,-99.0,14.581700,-99.0,-99.0,93.623286,-99.0,-99.0,1361.4732,-99.0,-99.0,1
1921-07-01,0.0030375686,-99.0,-99.0,0.10356740,-99.0,-99.0,14.566412,-99.0,-99.0,93.597398,-99.0,-99.0,1361.3781,-99.0,-99.0,1
1922-07-01,0.0026304177,-99.0,-99.0,0.10228733,-99.0,-99.0,14.548607,-99.0,-99.0,93.564644,-99.0,-99.0,1361.2403,-99.0,-99.0,1
1923-07-01,0.0023746042,-99.0,-99.0,0.10150449,-99.0,-99.0,14.538705,-99.0,-99.0,93.550648,-99.0,-99.0,1361.2077,-99.0,-99.0,1
1924-07-01,0.0027274113,-99.0,-99.0,0.10260331,-99.0,-99.0,14.553369,-99.0,-99.0,93.574971,-99.0,-99.0,1361.2935,-99.0,-99.0,1
1925-07-01,0.0036345940,-99.0,-99.0,0.10543452,-99.0,-99.0,14.590991,-99.0,-99.0,93.636656,-99.0,-99.0,1361.5062,-99.0,-99.0,1
1926-07-01,0.0043398021,-99.0,-99.0,0.10768757,-99.0,-99.0,14.621297,-99.0,-99.0,93.687970,-99.0,-99.0,1361.6945,-99.0,-99.0,1
1927-07-01,0.0045029438,-99.0,-99.0,0.10819432,-99.0,-99.0,14.630564,-99.0,-99.0,93.714525,-99.0,-99.0,1361.8657,-99.0,-99.0,1
1928-07-01,0.0047841873,-99.0,-99.0,0.10905365,-99.0,-99.0,14.640157,-99.0,-99.0,93.722070,-99.0,-99.0,1361.8343,-99.0,-99.0,1
1929-07-01,0.0043233923,-99.0,-99.0,0.10757363,-99.0,-99.0,14.619051,-99.0,-99.0,93.681024,-99.0,-99.0,1361.6476,-99.0,-99.0,1
1930-07-01,0.0034599309,-99.0,-99.0,0.10495718,-99.0,-99.0,14.586523,-99.0,-99.0,93.637719,-99.0,-99.0,1361.5686,-99.0,-99.0,1
1931-07-01,0.0029389543,-99.0,-99.0,0.10328162,-99.0,-99.0,14.563489,-99.0,-99.0,93.596520,-99.0,-99.0,1361.4026,-99.0,-99.0,1
1932-07-01,0.0026339221,-99.0,-99.0,0.10233912,-99.0,-99.0,14.550332,-99.0,-99.0,93.572108,-99.0,-99.0,1361.2985,-99.0,-99.0,1
1933-07-01,0.0024576119,-99.0,-99.0,0.10177520,-99.0,-99.0,14.542459,-99.0,-99.0,93.557502,-99.0,-99.0,1361.2362,-99.0,-99.0,1
1934-07-01,0.0025609586,-99.0,-99.0,0.10210841,-99.0,-99.0,14.547415,-99.0,-99.0,93.567993,-99.0,-99.0,1361.2890,-99.0,-99.0,1
1935-07-01,0.0034668952,-99.0,-99.0,0.10495561,-99.0,-99.0,14.585929,-99.0,-99.0,93.634181,-99.0,-99.0,1361.5385,-99.0,-99.0,1
1936-07-01,0.0049089705,-99.0,-99.0,0.10947794,-99.0,-99.0,14.649382,-99.0,-99.0,93.753276,-99.0,-99.0,1362.0546,-99.0,-99.0,1
1937-07-01,0.0060845861,-99.0,-99.0,0.11318688,-99.0,-99.0,14.696351,-99.0,-99.0,93.819875,-99.0,-99.0,1362.2112,-99.0,-99.0,1
1938-07-01,0.0058817143,-99.0,-99.0,0.11252436,-99.0,-99.0,14.686796,-99.0,-99.0,93.800849,-99.0,-99.0,1362.1221,-99.0,-99.0,1
1939-07-01,0.0052507644,-99.0,-99.0,0.11060265,-99.0,-99.0,14.661629,-99.0,-99.0,93.761228,-99.0,-99.0,1361.9970,-99.0,-99.0,1
1940-07-01,0.0044898255,-99.0,-99.0,0.10816588,-99.0,-99.0,14.629887,-99.0,-99.0,93.712070,-99.0,-99.0,1361.8478,-99.0,-99.0,1
1941-07-01,0.0038828942,-99.0,-99.0,0.10633240,-99.0,-99.0,14.605812,-99.0,-99.0,93.673879,-99.0,-99.0,1361.7251,-99.0,-99.0,1
1942-07-01,0.0032782580,-99.0,-99.0,0.10441141,-99.0,-99.0,14.579010,-99.0,-99.0,93.624226,-99.0,-99.0,1361.5139,-99.0,-99.0,1
1943-07-01,0.0028135986,-99.0,-99.0,0.10296574,-99.0,-99.0,14.558395,-99.0,-99.0,93.584123,-99.0,-99.0,1361.3314,-99.0,-99.0,1
1944-07-01,0.0026067237,-99.0,-99.0,0.10232501,-99.0,-99.0,14.550546,-99.0,-99.0,93.574237,-99.0,-99.0,1361.3183,-99.0,-99.0,1
1945-07-01,0.0034205690,-99.0,-99.0,0.10491405,-99.0,-99.0,14.586991,-99.0,-99.0,93.643129,-99.0,-99.0,1361.6198,-99.0,-99.0,1
1946-07-01,0.0052990427,-99.0,-99.0,0.11072442,-99.0,-99.0,14.662019,-99.0,-99.0,93.756369,-99.0,-99.0,1361.9417,-99.0,-99.0,1
1947-07-01,0.0066511160,-99.0,-99.0,0.11473967,-99.0,-99.0,14.714431,-99.0,-99.0,93.838136,-99.0,-99.0,1362.1944,-99.0,-99.0,1
1948-07-01,0.0059315911,-99.0,-99.0,0.11334297,-99.0,-99.0,14.700126,-99.0,-99.0,93.833485,-99.0,-99.0,1362.3099,-99.0,-99.0,1
1949-07-01,0.0059076812,-99.0,-99.0,0.11311799,-99.0,-99.0,14.694752,-99.0,-99.0,93.814028,-99.0,-99.0,1362.1683,-99.0,-99.0,1
1950-07-01,0.0044740669,-99.0,-99.0,0.10872682,-99.0,-99.0,14.637063,-99.0,-99.0,93.722390,-99.0,-99.0,1361.8730,-99.0,-99.0,1
1951-07-01,0.0040855253,-99.0,-99.0,0.10736143,-99.0,-99.0,14.616716,-99.0,-99.0,93.679196,-99.0,-99.0,1361.6552,-99.0,-99.0,1
1952-07-01,0.0030517506,-99.0,-99.0,0.10405671,-99.0,-99.0,14.574036,-99.0,-99.0,93.614786,-99.0,-99.0,1361.4722,-99.0,-99.0,1
1953-07-01,0.0026201464,-99.0,-99.0,0.10258378,-99.0,-99.0,14.554189,-99.0,-99.0,93.581054,-99.0,-99.0,1361.3476,-99.0,-99.0,1
1954-07-01,0.0024322282,-99.0,-99.0,0.10184603,-99.0,-99.0,14.544042,-99.0,-99.0,93.562929,-99.0,-99.0,1361.2747,-99.0,-99.0,1
1955-07-01,0.0031755379,-99.0,-99.0,0.10414703,-99.0,-99.0,14.574372,-99.0,-99.0,93.611554,-99.0,-99.0,1361.4346,-99.0,-99.0,1
1956-07-01,0.0058353690,-99.0,-99.0,0.11233734,-99.0,-99.0,14.681882,-99.0,-99.0,93.781912,-99.0,-99.0,1361.9805,-99.0,-99.0,1
1957-07-01,0.0073288272,-99.0,-99.0,0.11701753,-99.0,-99.0,14.746095,-99.0,-99.0,93.896251,-99.0,-99.0,1362.4382,-99.0,-99.0,1
1958-07-01,0.0073114892,-99.0,-99.0,0.11700300,-99.0,-99.0,14.745374,-99.0,-99.0,93.892689,-99.0,-99.0,1362.4092,-99.0,-99.0,1
1959-07-01,0.0066299250,-99.0,-99.0,0.11483791,-99.0,-99.0,14.713823,-99.0,-99.0,93.828498,-99.0,-99.0,1362.1005,-99.0,-99.0,1
1960-07-01,0.0051759353,-99.0,-99.0,0.11032256,-99.0,-99.0,14.657332,-99.0,-99.0,93.751618,-99.0,-99.0,1361.9459,-99.0,-99.0,1
1961-07-01,0.0034918667,-99.0,-99.0,0.10513137,-99.0,-99.0,14.588398,-99.0,-99.0,93.638793,-99.0,-99.0,1361.5583,-99.0,-99.0,1
1962-07-01,0.0030183234,-99.0,-99.0,0.10363714,-99.0,-99.0,14.567212,-99.0,-99.0,93.598097,-99.0,-99.0,1361.3762,-99.0,-99.0,1
1963-07-01,0.0027531874,-99.0,-99.0,0.10281803,-99.0,-99.0,14.556369,-99.0,-99.0,93.580503,-99.0,-99.0,1361.3169,-99.0,-99.0,1
1964-07-01,0.0024899580,-99.0,-99.0,0.10200010,-99.0,-99.0,14.546290,-99.0,-99.0,93.567525,-99.0,-99.0,1361.2970,-99.0,-99.0,1
1965-07-01,0.0026092303,-99.0,-99.0,0.10237655,-99.0,-99.0,14.551416,-99.0,-99.0,93.576482,-99.0,-99.0,1361.3317,-99.0,-99.0,1
1966-07-01,0.0034000509,-99.0,-99.0,0.10482121,-99.0,-99.0,14.584139,-99.0,-99.0,93.631203,-99.0,-99.0,1361.5279,-99.0,-99.0,1
1967-07-01,0.0046274058,-99.0,-99.0,0.10860326,-99.0,-99.0,14.632985,-99.0,-99.0,93.704973,-99.0,-99.0,1361.7379,-99.0,-99.0,1
1968-07-01,0.0048140501,-99.0,-99.0,0.10919834,-99.0,-99.0,14.641094,-99.0,-99.0,93.719167,-99.0,-99.0,1361.7931,-99.0,-99.0,1
1969-07-01,0.0048717002,-99.0,-99.0,0.10937072,-99.0,-99.0,14.644429,-99.0,-99.0,93.729324,-99.0,-99.0,1361.8610,-99.0,-99.0,1
1970-07-01,0.0050028501,-99.0,-99.0,0.10974804,-99.0,-99.0,14.648755,-99.0,-99.0,93.733343,-99.0,-99.0,1361.8533,-99.0,-99.0,1
1971-07-01,0.0038732561,-99.0,-99.0,0.10626966,-99.0,-99.0,14.601930,-99.0,-99.0,93.653849,-99.0,-99.0,1361.5602,-99.0,-99.0,1
1972-07-01,0.0039540885,-99.0,-99.0,0.10651252,-99.0,-99.0,14.606386,-99.0,-99.0,93.666667,-99.0,-99.0,1361.6431,-99.0,-99.0,1
1973-07-01,0.0031133574,-99.0,-99.0,0.10389833,-99.0,-99.0,14.571069,-99.0,-99.0,93.606167,-99.0,-99.0,1361.4163,-99.0,-99.0,1
1974-07-01,0.0029072430,-99.0,-99.0,0.10325344,-99.0,-99.0,14.561970,-99.0,-99.0,93.588873,-99.0,-99.0,1361.3400,-99.0,-99.0,1
1975-07-01,0.0025891532,-99.0,-99.0,0.10226700,-99.0,-99.0,14.549099,-99.0,-99.0,93.568834,-99.0,-99.0,1361.2784,-99.0,-99.0,1
1976-07-01,0.0025255324,-99.0,-99.0,0.10210740,-99.0,-99.0,14.546789,-99.0,-99.0,93.564184,-99.0,-99.0,1361.2563,-99.0,-99.0,1
1977-07-01,0.0030109422,-99.0,-99.0,0.10375498,-99.0,-99.0,14.569635,-99.0,-99.0,93.605867,-99.0,-99.0,1361.4296,-99.0,-99.0,1
1978-07-01,0.0047098514,-99.0,-99.0,0.10900086,-99.0,-99.0,14.639160,-99.0,-99.0,93.719054,-99.0,-99.0,1361.8141,-99.0,-99.0,1
1979-07-01,0.0062293822,-99.0,-99.0,0.11383376,-99.0,-99.0,14.703429,-99.0,-99.0,93.824605,-99.0,-99.0,1362.1792,-99.0,-99.0,1
1980-07-01,0.0063418603,-99.0,-99.0,0.11400647,-99.0,-99.0,14.705963,-99.0,-99.0,93.829892,-99.0,-99.0,1362.2055,-99.0,-99.0,1
1981-07-01,0.0065012527,-99.0,-99.0,0.11456117,-99.0,-99.0,14.713449,-99.0,-99.0,93.842664,-99.0,-99.0,1362.2530,-99.0,-99.0,1
1982-07-01,0.0056668139,-99.0,-99.0,0.11198364,-99.0,-99.0,14.674463,-99.0,-99.0,93.757496,-99.0,-99.0,1361.8104,-99.0,-99.0,1
1983-07-01,0.0041824557,-99.0,-99.0,0.10771650,-99.0,-99.0,14.623918,-99.0,-99.0,93.702128,-99.0,-99.0,1361.8122,-99.0,-99.0,1
1984-07-01,0.0034569560,-99.0,-99.0,0.10518051,-99.0,-99.0,14.586044,-99.0,-99.0,93.621396,-99.0,-99.0,1361.4034,-99.0,-99.0,1
1985-07-01,0.0025749989,-99.0,-99.0,0.10227505,-99.0,-99.0,14.548772,-99.0,-99.0,93.566334,-99.0,-99.0,1361.2560,-99.0,-99.0,1
1986-07-01,0.0025380599,-99.0,-99.0,0.10213443,-99.0,-99.0,14.547217,-99.0,-99.0,93.565201,-99.0,-99.0,1361.2620,-99.0,-99.0,1
1987-07-01,0.0029050365,-99.0,-99.0,0.10331672,-99.0,-99.0,14.563811,-99.0,-99.0,93.596355,-99.0,-99.0,1361.3971,-99.0,-99.0,1
1988-07-01,0.0045269828,-99.0,-99.0,0.10822599,-99.0,-99.0,14.627876,-99.0,-99.0,93.696191,-99.0,-99.0,1361.7048,-99.0,-99.0,1
1989-07-01,0.0066088826,-99.0,-99.0,0.11448210,-99.0,-99.0,14.711582,-99.0,-99.0,93.836079,-99.0,-99.0,1362.2057,-99.0,-99.0,1
1990-07-01,0.0059905329,-99.0,-99.0,0.11274190,-99.0,-99.0,14.689400,-99.0,-99.0,93.803876,-99.0,-99.0,1362.1238,-99.0,-99.0,1
1991-07-01,0.0063782191,-99.0,-99.0,0.11363978,-99.0,-99.0,14.697989,-99.0,-99.0,93.803069,-99.0,-99.0,1362.0167,-99.0,-99.0,1
1992-07-01,0.0048909400,-99.0,-99.0,0.10952302,-99.0,-99.0,14.646680,-99.0,-99.0,93.734000,-99.0,-99.0,1361.8840,-99.0,-99.0,1
1993-07-01,0.0037161478,-99.0,-99.0,0.10597973,-99.0,-99.0,14.599564,-99.0,-99.0,93.656571,-99.0,-99.0,1361.6158,-99.0,-99.0,1
1994-07-01,0.0029766399,-99.0,-99.0,0.10365719,-99.0,-99.0,14.567846,-99.0,-99.0,93.600740,-99.0,-99.0,1361.3965,-99.0,-99.0,1
1995-07-01,0.0026705749,-99.0,-99.0,0.10261471,-99.0,-99.0,14.553862,-99.0,-99.0,93.577249,-99.0,-99.0,1361.3116,-99.0,-99.0,1
1996-07-01,0.0024662017,-99.0,-99.0,0.10188875,-99.0,-99.0,14.543795,-99.0,-99.0,93.558888,-99.0,-99.0,1361.2354,-99.0,-99.0,1
1997-07-01,0.0027812544,-99.0,-99.0,0.10295267,-99.0,-99.0,14.558745,-99.0,-99.0,93.587018,-99.0,-99.0,1361.3577,-99.0,-99.0,1
1998-07-01,0.0039372794,-99.0,-99.0,0.10659556,-99.0,-99.0,14.608544,-99.0,-99.0,93.674895,-99.0,-99.0,1361.7043,-99.0,-99.0,1
1999-07-01,0.0049260597,-99.0,-99.0,0.10948455,-99.0,-99.0,14.647960,-99.0,-99.0,93.744189,-99.0,-99.0,1361.9759,-99.0,-99.0,1
2000-07-01,0.0058515822,-99.0,-99.0,0.11260848,-99.0,-99.0,14.690379,-99.0,-99.0,93.817728,-99.0,-99.0,1362.2573,-99.0,-99.0,1
2001-07-01,0.0056853589,-99.0,-99.0,0.11172030,-99.0,-99.0,14.676541,-99.0,-99.0,93.786028,-99.0,-99.0,1362.0850,-99.0,-99.0,1
2002-07-01,0.0058109357,-99.0,-99.0,0.11244275,-99.0,-99.0,14.687210,-99.0,-99.0,93.808207,-99.0,-99.0,1362.1942,-99.0,-99.0,1
2003-07-01,0.0042384962,-99.0,-99.0,0.10750748,-99.0,-99.0,14.619139,-99.0,-99.0,93.685441,-99.0,-99.0,1361.6928,-99.0,-99.0,1
2004-07-01,0.0035135973,-99.0,-99.0,0.10514349,-99.0,-99.0,14.586893,-99.0,-99.0,93.628873,-99.0,-99.0,1361.4719,-99.0,-99.0,1
2005-07-01,0.0030085594,-99.0,-99.0,0.10346997,-99.0,-99.0,14.563070,-99.0,-99.0,93.582734,-99.0,-99.0,1361.2632,-99.0,-99.0,1
2006-07-01,0.0026657448,-99.0,-99.0,0.10242879,-99.0,-99.0,14.550209,-99.0,-99.0,93.566016,-99.0,-99.0,1361.2362,-99.0,-99.0,1
2007-07-01,0.0024290070,-99.0,-99.0,0.10164362,-99.0,-99.0,14.539610,-99.0,-99.0,93.547912,-99.0,-99.0,1361.1687,-99.0,-99.0,1
2008-07-01,0.0023239871,-99.0,-99.0,0.10135343,-99.0,-99.0,14.536706,-99.0,-99.0,93.547407,-99.0,-99.0,1361.1968,-99.0,-99.0,1
2009-07-01,0.0023363545,-99.0,-99.0,0.10132570,-99.0,-99.0,14.536264,-99.0,-99.0,93.546372,-99.0,-99.0,1361.1911,-99.0,-99.0,1
2010-07-01,0.0027497853,-99.0,-99.0,0.10284940,-99.0,-99.0,14.557185,-99.0,-99.0,93.583621,-99.0,-99.0,1361.3401,-99.0,-99.0,1
2011-07-01,0.0037774998,-99.0,-99.0,0.10607396,-99.0,-99.0,14.600525,-99.0,-99.0,93.656872,-99.0,-99.0,1361.6080,-99.0,-99.0,1
2012-07-01,0.0040682092,-99.0,-99.0,0.10713802,-99.0,-99.0,14.616239,-99.0,-99.0,93.689646,-99.0,-99.0,1361.7700,-99.0,-99.0,1
2013-07-01,0.0041776125,-99.0,-99.0,0.10753270,-99.0,-99.0,14.621779,-99.0,-99.0,93.700038,-99.0,-99.0,1361.8150,-99.0,-99.0,1
2014-07-01,0.0048512020,-99.0,-99.0,0.10956485,-99.0,-99.0,14.647327,-99.0,-99.0,93.735420,-99.0,-99.0,1361.8914,-99.0,-99.0,1
2015-07-01,0.0041496775,-99.0,-99.0,0.10767123,-99.0,-99.0,14.626022,-99.0,-99.0,93.717699,-99.0,-99.0,1361.9509,-99.0,-99.0,1
2016-07-01,0.0030997594,-99.0,-99.0,0.10409338,-99.0,-99.0,14.574338,-99.0,-99.0,93.614487,-99.0,-99.0,1361.4656,-99.0,-99.0,1
2017-07-01,0.0026886000,-99.0,-99.0,0.10269558,-99.0,-99.0,14.554445,-99.0,-99.0,93.575991,-99.0,-99.0,1361.2918,-99.0,-99.0,1
2018-07-01,0.0024418611,-99.0,-99.0,0.10188652,-99.0,-99.0,14.544293,-99.0,-99.0,93.562048,-99.0,-99.0,1361.2626,-99.0,-99.0,1
2019-07-01,0.0024212787,-99.0,-99.0,0.10179881,-99.0,-99.0,14.543117,-99.0,-99.0,93.560082,-99.0,-99.0,1361.2556,-99.0,-99.0,1
2020-07-01,0.0025814006,-99.0,-99.0,0.10237347,-99.0,-99.0,14.551220,-99.0,-99.0,93.575437,-99.0,-99.0,1361.3230,-99.0,-99.0,1
